1  0.106405	0.10646	0.106125	0.106580	0.000127163
2  0.0905559	0.0906085	0.090292	0.090716	0.000132157
4  0.107297	0.107274	0.107047	0.107495	0.000129411
8  0.0933316	0.093454	0.092909	0.093578	0.000205081
16  0.111494	0.111685	0.110956	0.111838	0.000299025
32  0.101662	0.101796	0.100321	0.102510	0.000734084
64  0.108389	0.107869	0.106084	0.111131	0.00179982
128  0.131956	0.135688	0.120730	0.137610	0.0055069
256  0.168203	0.170726	0.149412	0.178256	0.00832455
512  0.269544	0.269559	0.225786	0.298848	0.0165919
1024  2.16918	2.2932	1.376580	2.991054	0.490796
1536  3.02332	2.98835	2.062799	4.094502	0.747977
2048  4.21181	4.70471	1.515387	5.778337	1.46436
2560  4.95818	5.4267	1.768135	7.202023	1.74427
3072  7.18622	6.88957	2.052072	11.165411	2.40267
3584  12.4972	13.7259	2.731586	18.846030	4.24993
4096  13.2084	13.0199	7.353330	20.950980	4.56016
4608  15.9741	16.0536	7.237006	26.029376	5.47282
5120  12.3656	12.0783	3.904413	22.357344	5.01066
5632  13.7345	13.5668	4.670493	22.826548	5.31029
6144  14.415	15.6818	4.878649	20.480354	4.369
6656  14.3426	13.6689	7.124296	24.058902	5.32426
7168  14.9492	14.6416	7.239886	23.823515	4.76808
7680  17.4189	16.8772	9.378888	27.301409	4.95923
8192  17.4414	17.4174	9.309644	26.727286	4.30867
9216  21.2283	21.921	11.097199	32.738913	5.10087
10240  21.8209	22.0937	12.611582	33.619639	4.79321
11288  31.2109	31.3303	15.371404	51.266835	8.24939
12312  28.278	28.4526	16.144583	42.391260	6.03808
13360  39.6816	37.9175	21.934683	60.772168	8.33012
14336  119.995	125.786	19.946031	246.526400	47.1549
16384  88.3641	90.0206	24.758532	161.252747	28.9538
17408  277.685	264.605	86.859565	466.713559	134.359
