1  0.0282309	0.028233	0.027964	0.028280	4.20451e-05
2  0.0240151	0.024021	0.023780	0.024071	4.40961e-05
4  0.270513	0.270522	0.270275	0.270729	0.000112072
8  0.0347677	0.0347705	0.034546	0.034818	4.17272e-05
16  0.118011	0.118004	0.117740	0.118723	0.000119571
32  0.0289175	0.028921	0.028697	0.028974	4.2422e-05
64  0.0488871	0.0488955	0.048629	0.048947	5.34634e-05
128  0.0741399	0.07416	0.073820	0.074285	9.30569e-05
256  0.1764	0.176283	0.175164	0.177633	0.000700954
512  0.800769	0.800979	0.797630	0.801883	0.00106292
1024  9.82877	9.82977	9.810758	9.836073	0.00508586
1280  15.238	15.2392	15.207267	15.250766	0.00930306
1536  21.8204	21.8223	21.778404	21.838075	0.0125559
1792  29.6954	29.6979	29.633436	29.721459	0.0181433
2048  38.3969	38.4021	38.321367	38.432880	0.0237828
2560  59.175	59.1828	59.050473	59.226478	0.0371161
3072  84.5729	84.5824	84.431575	84.639308	0.0474142
3584  114.794	114.804	114.638531	114.879654	0.0552037
4096  149.847	149.869	149.562993	149.969991	0.0848255
5120  231.654	231.685	231.248332	231.869578	0.137052
6144  332.217	332.235	331.649877	332.516977	0.19506
7168  449.585	449.602	448.918734	449.924682	0.217476
8192  586.111	586.181	584.868390	586.656599	0.387082
9216  740.877	740.932	739.425346	741.549130	0.460157
10240  913.187	913.236	911.761372	913.950868	0.50817
11264  1105.67	1105.75	1103.718545	1106.665553	0.644093
12288  1315.48	1315.58	1313.052731	1316.623904	0.738118
13312  1564.95	1565.09	1562.309327	1566.389665	0.905893
14336  1788.72	1788.86	1785.472582	1790.395676	1.07567
15360  2054.18	2054.37	2050.058378	2056.053286	1.31854
16384  2335.51	2335.65	2331.123477	2337.770780	1.41612
17408  2633.77	2633.99	2629.401671	2635.895110	1.5745
