1  0.0279842	0.0279925	0.027731	0.028041	4.25668e-05
2  0.0237691	0.0237765	0.023533	0.023819	4.39691e-05
4  0.270223	0.27023	0.269890	0.270458	0.000122268
8  0.0343863	0.034391	0.034184	0.034444	4.3107e-05
16  0.117338	0.117328	0.117028	0.118066	0.000123818
32  0.0274161	0.027425	0.027178	0.027501	5.80015e-05
64  0.0438934	0.0439275	0.043550	0.044145	0.000153427
128  0.051106	0.051166	0.049945	0.051926	0.000496046
256  0.0706553	0.07077	0.066654	0.073239	0.00136741
512  0.224547	0.219869	0.135190	0.284473	0.0317926
1024  1.16298	1.1921	0.555206	1.393788	0.176612
1280  1.58603	1.6209	0.721225	2.105359	0.30184
1536  1.96894	2.02569	0.780095	2.720416	0.406344
1792  2.8247	2.98834	0.845749	4.049186	0.712849
2048  4.12673	4.26446	1.098586	6.217561	1.25348
2560  5.4578	5.93905	1.399848	9.126090	2.05204
3072  7.40114	7.85402	1.813824	12.087760	2.47206
3584  12.5756	14.9052	2.202570	19.785406	5.75404
4096  13.3972	14.6482	2.702900	19.414224	4.3123
5120  11.9149	12.9771	3.073205	19.670346	4.1348
6144  19.7131	21.5744	4.023629	36.028436	7.77336
7168  28.112	29.8421	5.535826	53.288680	13.5942
8192  29.5127	32.9902	6.505399	53.064010	13.2413
9216  50.6287	54.1994	9.404109	90.723378	25.9382
10240  28.9671	29.5381	8.790974	60.135141	12.4957
11264  54.2326	50.9809	13.111094	107.808421	28.5782
12288  69.7313	57.1715	15.825202	181.133977	48.0895
13312  88.9285	78.1728	40.982122	148.922206	31.5018
14336  82.7143	78.722	21.796587	184.194636	42.7548
15360  80.9406	74.0576	24.211855	158.866050	38.904
16384  90.6313	74.0065	23.159711	240.492243	57.4842
17408  101.64	88.0799	24.835696	216.722659	58.6396
