1  0.0910353	0.0911125	0.090701	0.091185	0.000162648
2  0.091408	0.0914095	0.091352	0.091450	2.20322e-05
4  0.0918061	0.0918085	0.091742	0.091857	3.05915e-05
8  0.0929524	0.0929575	0.092886	0.092998	2.77291e-05
16  0.0988414	0.098842	0.098765	0.098921	3.71878e-05
32  0.103921	0.103923	0.103832	0.103971	3.16394e-05
64  0.115554	0.115558	0.115400	0.115715	6.19643e-05
128  0.162144	0.162158	0.161827	0.162356	0.00012055
256  0.298247	0.298264	0.297252	0.298948	0.000435396
512  0.932675	0.9331	0.926951	0.934864	0.00169679
1024  10.7513	10.7527	10.722811	10.760084	0.00681133
1536  24.0004	24.0042	23.962310	24.021275	0.012921
2048  42.4483	42.4482	42.421517	42.464977	0.0104405
2560  66.1254	66.1268	66.095699	66.149645	0.0102317
3072  95.0374	95.0376	95.003150	95.086549	0.0181761
3584  129.245	129.242	129.196296	129.283330	0.0182347
4096  168.7	168.697	168.653946	168.739955	0.0233636
4608  213.343	213.342	213.267097	213.395143	0.02924
5120  262.875	262.881	262.699001	263.034218	0.0845215
5632  317.849	317.841	317.586200	318.066149	0.10307
6144  377.94	377.959	377.601979	378.185356	0.134928
6656  443.525	443.54	443.428587	443.600309	0.0497685
7168  514.474	514.495	514.367182	514.559867	0.0572101
7680  590.556	590.577	590.430456	590.654339	0.0652146
8192  671.775	671.8	671.638453	671.878253	0.0747735
9216  850.018	850.045	849.832740	850.153069	0.0952848
10240  1049.48	1049.52	1049.246594	1049.642003	0.116609
11288  1274.79	1274.84	1274.508800	1274.997769	0.143493
12312  1516.12	1516.2	1515.787846	1516.369000	0.170905
13360  1785.53	1785.61	1785.143780	1785.822979	0.206152
14336  2056.09	2056.2	2055.581214	2056.433786	0.239601
15360  2360.66	2360.75	2360.071952	2361.085273	0.296365
16384  2684.66	2684.78	2683.923543	2685.171863	0.340218
17408  3036.36	3036.37	3035.371105	3037.128005	0.492133
