1  0.0905898	0.090586	0.090123	0.090865	0.000204681
2  0.0909465	0.090942	0.090676	0.091124	0.000140725
4  0.0913124	0.091339	0.091051	0.091516	0.000145636
8  0.0922483	0.092322	0.091813	0.092509	0.000205377
16  0.0975391	0.097505	0.097065	0.098057	0.000332266
32  0.101023	0.101433	0.099846	0.101890	0.000783016
64  0.106801	0.107005	0.103876	0.109356	0.0020854
128  0.128116	0.130346	0.118109	0.133781	0.00541968
256  0.167678	0.170372	0.148763	0.177087	0.00815193
512  0.25031	0.249428	0.211571	0.287796	0.0168887
1024  2.05835	1.98229	1.364186	2.932679	0.600307
1536  3.07229	2.94614	1.997542	4.372430	0.590829
2048  3.97318	4.32558	1.913764	5.486442	1.09039
2560  5.0738	5.02254	2.449227	8.112149	1.56609
3072  6.57036	7.4118	2.753697	9.058854	1.97255
3584  13.3998	14.8805	3.718771	20.388515	5.54489
4096  14.5892	14.02	6.435659	22.944614	5.37034
4608  17.9319	15.946	8.763407	27.920979	6.32352
5120  12.3175	12.6697	3.964273	20.323658	4.78824
5632  13.7945	15.5122	5.671345	21.103639	5.41337
6144  15.7801	16.3553	4.927742	25.304326	6.15224
6656  15.4641	14.7826	6.990328	25.258757	6.10265
7168  16.6928	16.1601	8.559798	27.345071	5.64019
7680  16.9351	16.3734	8.904519	27.288000	4.36793
8192  17.8954	17.4561	9.374672	29.254406	4.5591
9216  22.6258	22.1721	10.990678	36.808214	6.23217
10240  20.2093	20.3565	10.535738	28.208434	4.02108
11288  22.3139	21.965	10.805347	32.443861	5.11105
12312  26.0783	24.9671	13.739074	36.675686	5.94843
13360  31.9163	31.7215	16.462765	50.111223	7.84547
14336  57.8009	59.7716	26.732279	94.157323	14.5775
15360  73.53	70.1905	33.049332	130.592580	25.8883
16384  84.5577	81.8027	34.036448	149.459406	27.4029
17408  259.374	274.383	151.997908	328.478803	53.0133
