1  0.000246646	0.000244	0.000217	0.000287	1.49784e-05
2  0.000246021	0.000246	0.000221	0.000283	1.48471e-05
4  0.000290458	0.000283	0.000251	0.000400	2.99986e-05
8  0.000381417	0.000376	0.000340	0.000426	1.82161e-05
16  0.000672917	0.0006745	0.000614	0.000728	2.83298e-05
32  0.00150135	0.001502	0.001408	0.001620	4.01552e-05
64  0.00499381	0.004981	0.004736	0.005352	0.000146202
128  0.0230339	0.0229715	0.022185	0.024142	0.000489476
256  0.105745	0.105538	0.103988	0.109264	0.00110058
512  0.576222	0.580377	0.516539	0.662548	0.031219
1024  8.6658	8.63615	8.436605	9.263869	0.17617
1280  13.652	13.6155	13.133794	14.500837	0.303395
1536  19.8515	19.795	19.089605	21.019892	0.408084
1792  26.8707	26.7035	25.635121	28.821957	0.716806
2048  34.2701	34.148	32.142700	37.262716	1.25295
2560  53.7172	53.2402	50.013432	57.712005	2.04627
3072  77.1718	76.7315	72.434029	82.681774	2.47142
3584  102.219	99.8911	94.981407	112.435961	5.7558
4096  136.45	135.273	130.353735	147.017354	4.31594
5120  219.739	218.796	211.793305	228.400621	4.13408
6144  312.504	310.749	295.925785	327.901016	7.77675
7168  421.473	419.888	396.195113	443.416597	13.5918
8192  556.598	553.51	533.148748	578.967170	13.1688
9216  690.248	686.834	649.762037	730.689572	25.8631
10240  884.219	883.628	853.347283	903.185651	12.4563
11264  1051.43	1054.98	997.719970	1091.460560	28.5535
12288  1245.75	1258.51	1134.151019	1298.291399	48.1242
13312  1476.03	1486.79	1415.735887	1522.414250	31.538
14336  1706.01	1710.56	1603.589206	1765.092617	42.7713
15360  1973.23	1980.28	1893.292511	2027.740413	38.8975
16384  2244.88	2261.84	2094.211935	2309.347473	57.5399
17408  2532.13	2545.64	2418.617500	2604.996199	58.3873
